,event_name,weight_class,fighter_1,action,fighter_2,round,time,method
1428,UFC 192: Cormier vs. Gustafsson,Women's Strawweight,Rose Namajunas,def.,Angela Hill,1,2:47,Technical Submission (standing rear-naked choke)
1429,UFC 192: Cormier vs. Gustafsson,Catchweight (160 lbs),Sage Northcutt,def.,Francisco Trevino,1,0:57,TKO (elbows and punches)
1430,UFC 192: Cormier vs. Gustafsson,Flyweight,Sergio Pettis,def.,Chris Cariaso,3,5:00,"Decision (unanimous) (29–27, 29–27, 29–28)"
1431,UFC 192: Cormier vs. Gustafsson,Heavyweight,Derrick Lewis,def.,Viktor Pešta,3,1:15,TKO (punches)
1432,UFC Fight Night: Barnett vs. Nelson,Heavyweight,Josh Barnett,def.,Roy Nelson,5,5:00,"Decision (unanimous) (48–47, 48–47, 50–45)"
1433,UFC Fight Night: Barnett vs. Nelson,Middleweight,Uriah Hall,def.,Gegard Mousasi,2,0:25,TKO (flying knee and punches)
1434,UFC Fight Night: Barnett vs. Nelson,Flyweight,Kyoji Horiguchi,def.,Chico Camus,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1435,UFC Fight Night: Barnett vs. Nelson,Bantamweight,Takeya Mizugaki,def.,George Roop,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1436,UFC Fight Night: Barnett vs. Nelson,Featherweight,Diego Brandao,def.,Katsunori Kikuno,1,0:28,TKO (punches)
1437,UFC Fight Night: Barnett vs. Nelson,Featherweight,Mizuto Hirota,vs.,Teruto Ishihara,3,5:00,"Draw (split) (29–28, 28–29, 29–29)"
1438,UFC Fight Night: Barnett vs. Nelson,Welterweight,Keita Nakamura,def.,Li Jingliang,3,2:17,Technical Submission (standing rear-naked choke)
1439,UFC Fight Night: Barnett vs. Nelson,Lightweight,Nick Hein,def.,Yusuke Kasuya,3,5:00,"Decision (unanimous) (30–27, 29–28, 29–28)"
1440,UFC Fight Night: Barnett vs. Nelson,Lightweight,Kajan Johnson,def.,Naoyuki Kotani,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
1441,UFC Fight Night: Barnett vs. Nelson,Welterweight,Shinsho Anzai,def.,Roger Zapata,3,0:47,TKO (hand injury)
1442,UFC 191: Johnson vs. Dodson 2,Flyweight,Demetrious Johnson,def.,John Dodson,5,5:00,"Decision (unanimous) (49–46, 49–46, 50–45)"
1443,UFC 191: Johnson vs. Dodson 2,Heavyweight,Andrei Arlovski,def.,Frank Mir,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
1444,UFC 191: Johnson vs. Dodson 2,Light Heavyweight,Anthony Johnson,def.,Jimi Manuwa,2,0:28,KO (punches)
1445,UFC 191: Johnson vs. Dodson 2,Light Heavyweight,Corey Anderson,def.,Jan Błachowicz,3,5:00,"Decision (unanimous) (30–25, 30–25, 29–26)"
1446,UFC 191: Johnson vs. Dodson 2,Women's Strawweight,Paige VanZant,def.,Alex Chambers,3,1:01,Submission (armbar)
1447,UFC 191: Johnson vs. Dodson 2,Lightweight,Ross Pearson,def.,Paul Felder,3,5:00,"Decision (split) (28–29, 30–27, 29–28)"
1448,UFC 191: Johnson vs. Dodson 2,Bantamweight,John Lineker,def.,Francisco Rivera,1,2:08,Submission (guillotine choke)
1449,UFC 191: Johnson vs. Dodson 2,Women's Bantamweight,Raquel Pennington,def.,Jéssica Andrade,2,4:58,Submission (rear-naked choke)
1450,UFC 191: Johnson vs. Dodson 2,Featherweight,Tiago Trator,def.,Clay Collard,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
1451,UFC 191: Johnson vs. Dodson 2,Middleweight,Joe Riggs,def.,Ron Stallings,2,2:28,Disqualification (illegal upkick)
1452,UFC 191: Johnson vs. Dodson 2,Lightweight,Joaquim Silva,def.,Nazareno Malegarie,3,5:00,"Decision (split) (28–29, 30–27, 30–27)"
1453,UFC Fight Night: Holloway vs. Oliveira,Featherweight,Max Holloway,def.,Charles Oliveira,1,1:39,TKO (neck injury)
1454,UFC Fight Night: Holloway vs. Oliveira,Welterweight,Neil Magny,def.,Erick Silva,3,5:00,"Decision (split) (28–29, 29–28, 30–27)"
1455,UFC Fight Night: Holloway vs. Oliveira,Welterweight,Patrick Côté,def.,Josh Burkman,3,1:26,TKO (punches)
1456,UFC Fight Night: Holloway vs. Oliveira,Lightweight,Francisco Trinaldo,def.,Chad Laprise,1,2:43,TKO (punches)
1457,UFC Fight Night: Holloway vs. Oliveira,Lightweight,Olivier Aubin-Mercier,def.,Tony Sims,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
1458,UFC Fight Night: Holloway vs. Oliveira,Women's Strawweight,Valérie Létourneau,def.,Maryna Moroz,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
1459,UFC Fight Night: Holloway vs. Oliveira,Lightweight,Frankie Perez,def.,Sam Stout,1,0:54,TKO (punches)
1460,UFC Fight Night: Holloway vs. Oliveira,Bantamweight,Felipe Arantes,def.,Yves Jabouin,1,4:21,Submission (armbar)
1461,UFC Fight Night: Holloway vs. Oliveira,Light Heavyweight,Nikita Krylov,def.,Marcos Rogério de Lima,1,2:29,Submission (rear-naked choke)
1462,UFC Fight Night: Holloway vs. Oliveira,Flyweight,Chris Kelades,def.,Chris Beal,3,5:00,"Decision (split) (27–30, 29–28, 29–28)"
1463,UFC Fight Night: Holloway vs. Oliveira,Lightweight,Shane Campbell,def.,Elias Silvério,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1464,UFC Fight Night: Holloway vs. Oliveira,Light Heavyweight,Misha Cirkunov,def.,Daniel Jolly,1,4:45,KO (punches)
1465,UFC Fight Night: Teixeira vs. Saint Preux,Light Heavyweight,Glover Teixeira,def.,Ovince Saint Preux,3,3:10,Technical Submission (rear-naked choke)
1466,UFC Fight Night: Teixeira vs. Saint Preux,Lightweight,Beneil Dariush,def.,Michael Johnson,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
1467,UFC Fight Night: Teixeira vs. Saint Preux,Middleweight,Derek Brunson,def.,Sam Alvey,1,2:19,TKO (punches)
1468,UFC Fight Night: Teixeira vs. Saint Preux,Heavyweight,Jared Rosholt,def.,Timothy Johnson,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1469,UFC Fight Night: Teixeira vs. Saint Preux,Women's Bantamweight,Amanda Nunes,def.,Sara McMann,1,2:53,Submission (rear-naked choke)
1470,UFC Fight Night: Teixeira vs. Saint Preux,Catchweight (126.75 lbs),Ray Borg,def.,Geane Herrera,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1471,UFC Fight Night: Teixeira vs. Saint Preux,Middleweight,Uriah Hall,def.,Oluwale Bamgbose,1,2:32,TKO (punches)
1472,UFC Fight Night: Teixeira vs. Saint Preux,Middleweight,Chris Camozzi,def.,Tom Watson,3,5:00,"Decision (unanimous) (29–27, 30–26, 29–27)"
1473,UFC Fight Night: Teixeira vs. Saint Preux,Flyweight,Dustin Ortiz,def.,Willie Gates,3,2:58,TKO (elbows and punches)
1474,UFC Fight Night: Teixeira vs. Saint Preux,Bantamweight,Frankie Saenz,def.,Sirwan Kakai,3,5:00,"Decision (split) (28–29, 30–27, 30–27)"
1475,UFC Fight Night: Teixeira vs. Saint Preux,Light Heavyweight,Jonathan Wilson,def.,Chris Dempsey,1,0:50,KO (punches)
1476,UFC Fight Night: Teixeira vs. Saint Preux,Bantamweight,Marlon Vera,def.,Roman Salazar,2,2:15,Submission (triangle armbar)
1477,UFC Fight Night: Teixeira vs. Saint Preux,Lightweight,Scott Holtzman,def.,Anthony Christodoulou,3,2:40,Submission (rear-naked choke)
1478,UFC 190: Rousey vs. Correia,Women's Bantamweight,Ronda Rousey,def.,Bethe Correia,1,0:34,KO (punch)
1479,UFC 190: Rousey vs. Correia,Light Heavyweight,Maurício Rua,def.,Antônio Rogério Nogueira,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1480,UFC 190: Rousey vs. Correia,Lightweight,Glaico França,def.,Fernando Bruno,3,4:46,Submission (rear-naked choke)
1481,UFC 190: Rousey vs. Correia,Bantamweight,Reginaldo Vieira,def.,Dileno Lopes,3,5:00,"Decision (unanimous) (29–28, 30–27, 30–27)"
1482,UFC 190: Rousey vs. Correia,Heavyweight,Stefan Struve,def.,Antônio Rodrigo Nogueira,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1483,UFC 190: Rousey vs. Correia,Heavyweight,Antônio Silva,def.,Soa Palelei,2,0:41,TKO (punches)
1484,UFC 190: Rousey vs. Correia,Women's Strawweight,Cláudia Gadelha,def.,Jessica Aguilar,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1485,UFC 190: Rousey vs. Correia,Welterweight,Demian Maia,def.,Neil Magny,2,2:52,Submission (rear-naked choke)
1486,UFC 190: Rousey vs. Correia,Light Heavyweight,Patrick Cummins,def.,Rafael Cavalcante,3,0:45,TKO (elbows)
1487,UFC 190: Rousey vs. Correia,Welterweight,Warlley Alves,def.,Nordine Taleb,2,4:11,Submission (guillotine choke)
1488,UFC 190: Rousey vs. Correia,Bantamweight,Iuri Alcântara,def.,Leandro Issa,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–27)"
1489,UFC 190: Rousey vs. Correia,Middleweight,Vitor Miranda,def.,Clint Hester,2,2:38,TKO (punches and elbows)
1490,UFC 190: Rousey vs. Correia,Bantamweight,Guido Cannetti,def.,Hugo Viana,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1491,UFC on Fox: Dillashaw vs. Barão 2,Bantamweight,T.J. Dillashaw,def.,Renan Barão,4,0:35,TKO (punches)
1492,UFC on Fox: Dillashaw vs. Barão 2,Women's Bantamweight,Miesha Tate,def.,Jessica Eye,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1493,UFC on Fox: Dillashaw vs. Barão 2,Lightweight,Edson Barboza,def.,Paul Felder,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1494,UFC on Fox: Dillashaw vs. Barão 2,Lightweight,Joe Lauzon,def.,Takanori Gomi,1,2:37,TKO (punches)
1495,UFC on Fox: Dillashaw vs. Barão 2,Light Heavyweight,Tom Lawlor,def.,Gian Villante,2,0:27,KO (punch)
1496,UFC on Fox: Dillashaw vs. Barão 2,Lightweight,Jim Miller,def.,Danny Castillo,3,5:00,"Decision (split) (28–29, 29–28, 30–27)"
1497,UFC on Fox: Dillashaw vs. Barão 2,Welterweight,Ben Saunders,def.,Kenny Robertson,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
1498,UFC on Fox: Dillashaw vs. Barão 2,Bantamweight,Bryan Caraway,def.,Eddie Wineland,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
1499,UFC on Fox: Dillashaw vs. Barão 2,Lightweight,James Krause,def.,Daron Cruickshank,1,1:27,Submission (rear-naked choke)
1500,UFC on Fox: Dillashaw vs. Barão 2,Lightweight,Andrew Holbrook,def.,Ramsey Nijem,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
1501,UFC on Fox: Dillashaw vs. Barão 2,Women's Bantamweight,Elizabeth Phillips,def.,Jessamyn Duke,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1502,UFC on Fox: Dillashaw vs. Barão 2,Welterweight,Zak Cummings,def.,Dominique Steele,1,0:43,TKO (punches)
1503,UFC Fight Night: Bisping vs. Leites,Middleweight,Michael Bisping,def.,Thales Leites,5,5:00,"Decision (split) (47–48, 49–46, 48–47)"
1504,UFC Fight Night: Bisping vs. Leites,Lightweight,Evan Dunham,def.,Ross Pearson,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
1505,UFC Fight Night: Bisping vs. Leites,Lightweight,Joseph Duffy,def.,Ivan Jorge,1,3:05,Submission (triangle choke)
1506,UFC Fight Night: Bisping vs. Leites,Women's Strawweight,Joanne Calderwood,def.,Cortney Casey,3,5:00,"Decision (unanimous) (30–27, 29–28, 30–27)"
1507,UFC Fight Night: Bisping vs. Leites,Welterweight,Leon Edwards,def.,Pawel Pawlak,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1508,UFC Fight Night: Bisping vs. Leites,Lightweight,Stevie Ray,def.,Leonardo Mafra,1,2:30,TKO (punches)
1509,UFC Fight Night: Bisping vs. Leites,Flyweight,Paddy Holohan,def.,Vaughan Lee,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1510,UFC Fight Night: Bisping vs. Leites,Light Heavyweight,Ilir Latifi,def.,Hans Stringer,1,0:56,KO (punches)
1511,UFC Fight Night: Bisping vs. Leites,Lightweight,Mickaël Lebout,def.,Teemu Packalén,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
1512,UFC Fight Night: Bisping vs. Leites,Featherweight,Rob Whiteford,def.,Paul Redmond,1,3:04,KO (punches)
1513,UFC Fight Night: Bisping vs. Leites,Bantamweight,Jimmie Rivera,def.,Marcus Brimage,1,1:29,KO (punches)
1514,UFC Fight Night: Bisping vs. Leites,Heavyweight,Daniel Omielańczuk,def.,Chris de la Rocha,1,0:48,TKO (punches)
1515,UFC Fight Night: Mir vs. Duffee,Heavyweight,Frank Mir,def.,Todd Duffee,1,1:13,KO (punch)
1516,UFC Fight Night: Mir vs. Duffee,Lightweight,Tony Ferguson,def.,Josh Thomson,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–26)"
1517,UFC Fight Night: Mir vs. Duffee,Women's Bantamweight,Holly Holm,def.,Marion Reneau,3,5:00,"Decision (unanimous) (30–27, 30–26, 29–28)"
1518,UFC Fight Night: Mir vs. Duffee,Bantamweight,Manvel Gamburyan,def.,Scott Jorgensen,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1519,UFC Fight Night: Mir vs. Duffee,Lightweight,Kevin Lee,def.,James Moontasri,1,2:56,Submission (rear-naked choke)
1520,UFC Fight Night: Mir vs. Duffee,Welterweight,Alan Jouban,def.,Matt Dwyer,3,5:00,"Decision (unanimous) (29–27, 29–27, 29–27)"
1521,UFC Fight Night: Mir vs. Duffee,Featherweight,Sam Sicilia,def.,Yaotzin Meza,3,5:00,"Decision (unanimous) (30–27, 29–28, 29–28)"
1522,UFC Fight Night: Mir vs. Duffee,Women's Bantamweight,Jéssica Andrade,def.,Sarah Moras,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1523,UFC Fight Night: Mir vs. Duffee,Bantamweight,Rani Yahya,def.,Masanori Kanehara,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
1524,UFC Fight Night: Mir vs. Duffee,Welterweight,Sean Strickland,def.,Igor Araújo,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–26)"
1525,UFC Fight Night: Mir vs. Duffee,Middleweight,Kevin Casey,def.,Ildemar Alcântara,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1526,UFC Fight Night: Mir vs. Duffee,Welterweight,Lyman Good,def.,Andrew Craig,2,3:37,KO (punches)
1527,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Welterweight,Stephen Thompson,def.,Jake Ellenberger,1,4:29,KO (spinning hook kick)
1528,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Welterweight,Kamaru Usman,def.,Hayder Hassan,2,1:19,Submission (arm-triangle choke)
1529,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Welterweight,Michael Graves,def.,Vicente Luque,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1530,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Welterweight,Jorge Masvidal,def.,Cezar Ferreira,1,4:22,KO (elbow and punches)
1531,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Women's Strawweight,Michelle Waterson,def.,Angela Magaña,3,2:38,Submission (rear-naked choke)
1532,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Catchweight (148.5 lbs),Maximo Blanco,def.,Mike De La Torre,1,0:16,TKO (punches)
1533,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Middleweight,Josh Samman,def.,Caio Magalhães,1,2:52,Submission (rear-naked choke)
1534,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Bantamweight,Jerrod Sanders,def.,Russell Doane,3,5:00,"Decision (unanimous) (29–28, 30–27, 29–28)"
1535,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Middleweight,Trevor Smith,def.,Dan Miller,3,5:00,"Decision (unanimous) (30–25, 30–25, 30–26)"
1536,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Welterweight,George Sullivan,def.,Dominic Waters,3,5:00,"Decision (unanimous) (29–27, 30–25, 29–28)"
1537,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Flyweight,Willie Gates,def.,Darrell Montague,1,1:36,TKO (knees to the body and elbows)
1538,UFC 189: Mendes vs. McGregor,Featherweight,Conor McGregor,def.,Chad Mendes,2,4:57,TKO (punches)
1539,UFC 189: Mendes vs. McGregor,Welterweight,Robbie Lawler,def.,Rory MacDonald,5,1:00,TKO (punches)
1540,UFC 189: Mendes vs. McGregor,Catchweight (149.5 lbs),Jeremy Stephens,def.,Dennis Bermudez,3,0:32,TKO (flying knee and punches)
1541,UFC 189: Mendes vs. McGregor,Welterweight,Gunnar Nelson,def.,Brandon Thatch,1,2:54,Submission (rear-naked choke)
1542,UFC 189: Mendes vs. McGregor,Bantamweight,Thomas Almeida,def.,Brad Pickett,2,0:29,KO (flying knee)
1543,UFC 189: Mendes vs. McGregor,Welterweight,Matt Brown,def.,Tim Means,1,4:44,Submission (guillotine choke)
1544,UFC 189: Mendes vs. McGregor,Welterweight,Alex Garcia,def.,Mike Swick,3,5:00,"Decision (unanimous) (29-28, 30-27, 30-27)"
1545,UFC 189: Mendes vs. McGregor,Welterweight,John Howard,def.,Cathal Pendred,3,5:00,"Decision (split) (29-28, 28-29, 29-28)"
1546,UFC 189: Mendes vs. McGregor,Bantamweight,Cody Garbrandt,def.,Henry Briones,3,5:00,"Decision (unanimous) (30-27, 30-27, 30-27)"
1547,UFC 189: Mendes vs. McGregor,Flyweight,Louis Smolka,def.,Neil Seery,3,5:00,"Decision (unanimous) (30-27, 30-27, 30-27)"
1548,UFC 189: Mendes vs. McGregor,Lightweight,Cody Pfister,def.,Yosdenis Cedeno,3,5:00,"Decision (unanimous) (29-28, 29-28, 29-28)"
1549,UFC Fight Night: Machida vs. Romero,Middleweight,Yoel Romero,def.,Lyoto Machida,3,1:38,KO (elbows)
1550,UFC Fight Night: Machida vs. Romero,Welterweight,Lorenz Larkin,def.,Santiago Ponzinibbio,2,3:07,TKO (punches)
1551,UFC Fight Night: Machida vs. Romero,Middleweight,Antônio Carlos Júnior,def.,Eddie Gordon,3,4:37,Submission (rear-naked choke)
1552,UFC Fight Night: Machida vs. Romero,Middleweight,Thiago Santos,def.,Steve Bossé,1,0:29,KO (head kick)
1553,UFC Fight Night: Machida vs. Romero,Featherweight,Hacran Dias,def.,Levan Makashvili,3,5:00,"Decision (split) (28–29, 29–28, 29–28)"
1554,UFC Fight Night: Machida vs. Romero,Welterweight,Alex Oliveira,def.,Joe Merritt,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1555,UFC Fight Night: Machida vs. Romero,Catchweight (174 lbs),Leandro Silva,def.,Lewis Gonzalez,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–27)"
1556,UFC Fight Night: Machida vs. Romero,Welterweight,Tony Sims,def.,Steve Montgomery,1,2:43,KO (punches)
1557,UFC Fight Night: Machida vs. Romero,Bantamweight,Sirwan Kakai,def.,Danny Martinez,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1558,UFC Fight Night: Jędrzejczyk vs. Penne,Women's Strawweight,Joanna Jędrzejczyk,def.,Jessica Penne,3,4:22,TKO (punches and knee)
1559,UFC Fight Night: Jędrzejczyk vs. Penne,Featherweight,Tatsuya Kawajiri,def.,Dennis Siver,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1560,UFC Fight Night: Jędrzejczyk vs. Penne,Welterweight,Peter Sobotta,def.,Steve Kennedy,1,2:57,Submission (rear-naked choke)
1561,UFC Fight Night: Jędrzejczyk vs. Penne,Lightweight,Nick Hein,def.,Łukasz Sajewski,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1562,UFC Fight Night: Jędrzejczyk vs. Penne,Featherweight,Makwan Amirkhani,def.,Masio Fullen,1,1:31,Submission (rear-naked choke)
1563,UFC Fight Night: Jędrzejczyk vs. Penne,Lightweight,Mairbek Taisumov,def.,Alan Patrick,2,1:30,TKO (head kick and punches)
1564,UFC Fight Night: Jędrzejczyk vs. Penne,Featherweight,Arnold Allen,def.,Alan Omer,3,1:41,Submission (guillotine choke)
1565,UFC Fight Night: Jędrzejczyk vs. Penne,Featherweight,Noad Lahat,def.,Niklas Bäckström,3,5:00,"Decision (majority) (28–28, 29–28, 29–28)"
1566,UFC Fight Night: Jędrzejczyk vs. Penne,Middleweight,Scott Askham,def.,Antônio dos Santos Jr.,1,2:52,KO (punches and knees)
1567,UFC Fight Night: Jędrzejczyk vs. Penne,Lightweight,Magomed Mustafaev,def.,Piotr Hallmann,2,3:24,TKO (doctor stoppage)
1568,UFC Fight Night: Jędrzejczyk vs. Penne,Bantamweight,Taylor Lapilus,def.,Yuta Sasaki,2,1:26,TKO (punches)
1569,UFC 188: Velasquez vs. Werdum,Heavyweight,Fabrício Werdum,def.,Cain Velasquez,3,2:13,Submission (guillotine choke)
1570,UFC 188: Velasquez vs. Werdum,Lightweight,Eddie Alvarez,def.,Gilbert Melendez,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
1571,UFC 188: Velasquez vs. Werdum,Middleweight,Kelvin Gastelum,def.,Nate Marquardt,2,5:00,TKO (corner stoppage)
1572,UFC 188: Velasquez vs. Werdum,Featherweight,Yair Rodríguez,def.,Charles Rosa,3,5:00,"Decision (split) (28–29, 29–28, 29–28)"
1573,UFC 188: Velasquez vs. Werdum,Women's Strawweight,Tecia Torres,def.,Angela Hill,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
1574,UFC 188: Velasquez vs. Werdum,Flyweight,Henry Cejudo,def.,Chico Camus,3,5:00,"Decision (unanimous) (29–28, 30–27, 30–27)"
1575,UFC 188: Velasquez vs. Werdum,Lightweight,Efrain Escudero,def.,Drew Dober,1,0:54,Submission (standing guillotine choke)
1576,UFC 188: Velasquez vs. Werdum,Bantamweight,Patrick Williams,def.,Alejandro Pérez,1,0:23,Technical Submission (standing guillotine choke)
1577,UFC 188: Velasquez vs. Werdum,Lightweight,Johnny Case,def.,Francisco Trevino,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1578,UFC 188: Velasquez vs. Werdum,Welterweight,Cathal Pendred,def.,Augusto Montaño,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1579,UFC 188: Velasquez vs. Werdum,Featherweight,Gabriel Benítez,def.,Clay Collard,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1580,UFC Fight Night: Boetsch vs. Henderson,Middleweight,Dan Henderson,def.,Tim Boetsch,1,0:28,KO (punches)
1581,UFC Fight Night: Boetsch vs. Henderson,Heavyweight,Ben Rothwell,def.,Matt Mitrione,1,1:54,Submission (guillotine choke)
1582,UFC Fight Night: Boetsch vs. Henderson,Catchweight (159.5 lbs),Dustin Poirier,def.,Yancy Medeiros,1,2:38,TKO (body kick and punches)
1583,UFC Fight Night: Boetsch vs. Henderson,Featherweight,Brian Ortega,def.,Thiago Tavares,3,4:10,TKO (punches)
1584,UFC Fight Night: Boetsch vs. Henderson,Bantamweight,Anthony Birchak,def.,Joe Soto,1,1:37,KO (punches)
1585,UFC Fight Night: Boetsch vs. Henderson,Bantamweight,Francisco Rivera,def.,Alex Caceres,1,0:21,KO (punches)
1586,UFC Fight Night: Boetsch vs. Henderson,Heavyweight,Shawn Jordan,def.,Derrick Lewis,2,0:48,TKO (hook kick and punches)
1587,UFC Fight Night: Boetsch vs. Henderson,Welterweight,Omari Akhmedov,def.,Brian Ebersole,1,5:00,TKO (knee injury)
1588,UFC Fight Night: Boetsch vs. Henderson,Lightweight,Chris Wade,def.,Christos Giagos,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
1589,UFC Fight Night: Boetsch vs. Henderson,Lightweight,Joe Proctor,def.,Justin Edwards,3,4:58,Technical Submission (guillotine choke)
1590,UFC Fight Night: Boetsch vs. Henderson,Middleweight,Jake Collier,def.,Ricardo Abreu,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
1591,UFC Fight Night: Boetsch vs. Henderson,Catchweight (137 lbs),José Alberto Quiñónez,def.,Leonardo Morales,1,2:34,Submission (rear-naked choke)
1592,UFC Fight Night: Condit vs. Alves,Welterweight,Carlos Condit,def.,Thiago Alves,2,5:00,TKO (doctor stoppage)
1593,UFC Fight Night: Condit vs. Alves,Featherweight,Charles Oliveira,def.,Nik Lentz,3,1:10,Submission (guillotine choke)
1594,UFC Fight Night: Condit vs. Alves,Welterweight,Alex Oliveira,def.,K.J. Noons,1,2:51,Submission (rear-naked choke)
1595,UFC Fight Night: Condit vs. Alves,Light Heavyweight,Francimar Barroso,def.,Ryan Jimmo,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
1596,UFC Fight Night: Condit vs. Alves,Lightweight,Francisco Trinaldo,def.,Norman Parke,3,5:00,"Decision (split) (28–29, 29–28, 29–28)"
1597,UFC Fight Night: Condit vs. Alves,Welterweight,Darren Till,def.,Wendell Oliveira,2,1:37,KO (elbows)
1598,UFC Fight Night: Condit vs. Alves,Featherweight,Rony Jason,vs.,Damon Jackson,1,3:31,No Contest (overturned)
1599,UFC Fight Night: Condit vs. Alves,Flyweight,Jussier Formiga,def.,Wilson Reis,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1600,UFC Fight Night: Condit vs. Alves,Welterweight,Nicolas Dalby,def.,Elizeu Zaleski dos Santos,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
1601,UFC Fight Night: Condit vs. Alves,Featherweight,Mirsad Bektić,def.,Lucas Martins,2,0:30,TKO (punches)
1602,UFC Fight Night: Condit vs. Alves,Women's Strawweight,Juliana Lima,def.,Ericka Almeida,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–25)"
1603,UFC Fight Night: Condit vs. Alves,Welterweight,Tom Breese,def.,Luiz Dutra Jr.,1,4:58,TKO (punches)
1604,UFC 187: Johnson vs. Cormier,Light Heavyweight,Daniel Cormier,def.,Anthony Johnson,3,2:39,Submission (rear-naked choke)
1605,UFC 187: Johnson vs. Cormier,Middleweight,Chris Weidman,def.,Vitor Belfort,1,2:53,TKO (punches)
1606,UFC 187: Johnson vs. Cormier,Lightweight,Donald Cerrone,def.,John Makdessi,2,4:44,TKO (head kick)
1607,UFC 187: Johnson vs. Cormier,Heavyweight,Andrei Arlovski,def.,Travis Browne,1,4:41,TKO (punches)
1608,UFC 187: Johnson vs. Cormier,Flyweight,Joseph Benavidez,def.,John Moraga,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1609,UFC 187: Johnson vs. Cormier,Flyweight,John Dodson,def.,Zach Makovsky,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1610,UFC 187: Johnson vs. Cormier,Welterweight,Dong Hyun Kim,def.,Josh Burkman,3,2:13,Submission (arm-triangle choke)
1611,UFC 187: Johnson vs. Cormier,Middleweight,Rafael Natal,def.,Uriah Hall,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
1612,UFC 187: Johnson vs. Cormier,Welterweight,Colby Covington,def.,Mike Pyle,3,5:00,"Decision (unanimous) (30–27, 29–28, 30–27)"
