,event_name,weight_class,fighter_1,action,fighter_2,round,time,method
1613,UFC 187: Johnson vs. Cormier,Lightweight,Islam Makhachev,def.,Leo Kuntz,2,2:38,Submission (rear-naked choke)
1614,UFC 187: Johnson vs. Cormier,Flyweight,Justin Scoggins,def.,Josh Sampo,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1615,UFC Fight Night: Edgar vs. Faber,Featherweight,Frankie Edgar,def.,Urijah Faber,5,5:00,"Decision (unanimous) (50–45, 50–45, 50–45)"
1616,UFC Fight Night: Edgar vs. Faber,Middleweight,Gegard Mousasi,def.,Costas Philippou,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1617,UFC Fight Night: Edgar vs. Faber,Middleweight,Mark Muñoz,def.,Luke Barnatt,3,5:00,"Decision (unanimous) (29–28, 30–27, 30–27)"
1618,UFC Fight Night: Edgar vs. Faber,Welterweight,Neil Magny,def.,Hyun Gyu Lim,2,1:24,TKO (punches)
1619,UFC Fight Night: Edgar vs. Faber,Featherweight,Phillipe Nover,def.,Yui Chul Nam,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
1620,UFC Fight Night: Edgar vs. Faber,Featherweight,Levan Makashvili,def.,Mark Eddiva,3,5:00,"Decision (split) (29–28, 28–29, 30–27)"
1621,UFC Fight Night: Edgar vs. Faber,Lightweight,Jon Tuck,def.,Tae Hyun Bang,1,3:56,Submission (rear-naked choke)
1622,UFC Fight Night: Edgar vs. Faber,Lightweight,Kajan Johnson,def.,Zhang Lipeng,3,5:00,"Decision (unanimous) (30–27, 29–28, 29–28)"
1623,UFC Fight Night: Edgar vs. Faber,Welterweight,Li Jingliang,def.,Dhiego Lima,1,1:25,KO (punches)
1624,UFC Fight Night: Edgar vs. Faber,Catchweight (137 lbs),Ning Guangyou,def.,Royston Wee,2,4:59,TKO (punches and elbows)
1625,UFC Fight Night: Edgar vs. Faber,Flyweight,Jon Delos Reyes,def.,Roldan Sangcha-an,2,3:13,Submission (rear-naked choke)
1626,UFC Fight Night: Edgar vs. Faber,Flyweight,Yao Zhikui,def.,Nolan Ticman,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
1627,UFC Fight Night: Miocic vs. Hunt,Heavyweight,Stipe Miocic,def.,Mark Hunt,5,2:47,TKO (punches)
1628,UFC Fight Night: Miocic vs. Hunt,Middleweight,Robert Whittaker,def.,Brad Tavares,1,0:44,KO (punches)
1629,UFC Fight Night: Miocic vs. Hunt,Light Heavyweight,Sean O'Connell,def.,Anthony Perosh,1,0:56,TKO (punches)
1630,UFC Fight Night: Miocic vs. Hunt,Lightweight,James Vick,def.,Jake Matthews,1,4:53,Submission (guillotine choke)
1631,UFC Fight Night: Miocic vs. Hunt,Featherweight,Dan Hooker,def.,Hatsu Hioki,2,4:13,KO (head kick and punches)
1632,UFC Fight Night: Miocic vs. Hunt,Welterweight,Kyle Noke,def.,Jonavin Webb,3,5:00,"Decision (split) (27–30, 29–28, 29–28)"
1633,UFC Fight Night: Miocic vs. Hunt,Middleweight,Sam Alvey,def.,Dan Kelly,1,0:49,TKO (punches)
1634,UFC Fight Night: Miocic vs. Hunt,Women's Strawweight,Bec Rawlings,def.,Lisa Ellis,1,4:09,Submission (rear-naked choke)
1635,UFC Fight Night: Miocic vs. Hunt,Middleweight,Brad Scott,def.,Dylan Andrews,2,4:54,Submission (guillotine choke)
1636,UFC Fight Night: Miocic vs. Hunt,Women's Strawweight,Alex Chambers,def.,Kailin Curran,3,3:15,Submission (armbar)
1637,UFC Fight Night: Miocic vs. Hunt,Welterweight,Brendan O'Reilly,def.,Vik Grujic,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1638,UFC Fight Night: Miocic vs. Hunt,Flyweight,Ben Nguyen,def.,Alptekin Özkılıç,1,4:59,TKO (punches)
1639,UFC 186: Johnson vs. Horiguchi,Flyweight,Demetrious Johnson,def.,Kyoji Horiguchi,5,4:59,Submission (armbar)
1640,UFC 186: Johnson vs. Horiguchi,Catchweight (215 lbs),Quinton Jackson,def.,Fábio Maldonado,3,5:00,"Decision (unanimous) (29–28, 30–27, 30–27)"
1641,UFC 186: Johnson vs. Horiguchi,Middleweight,Michael Bisping,def.,C.B. Dollaway,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1642,UFC 186: Johnson vs. Horiguchi,Catchweight (160 lbs),John Makdessi,def.,Shane Campbell,1,4:53,TKO (punches)
1643,UFC 186: Johnson vs. Horiguchi,Bantamweight,Thomas Almeida,def.,Yves Jabouin,1,4:18,TKO (punches)
1644,UFC 186: Johnson vs. Horiguchi,Welterweight,Patrick Côté,def.,Joe Riggs,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1645,UFC 186: Johnson vs. Horiguchi,Women's Bantamweight,Alexis Davis,def.,Sarah Kaufman,2,1:52,Submission (armbar)
1646,UFC 186: Johnson vs. Horiguchi,Lightweight,Chad Laprise,def.,Bryan Barberena,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
1647,UFC 186: Johnson vs. Horiguchi,Lightweight,Olivier Aubin-Mercier,def.,David Michaud,3,3:24,Submission (rear-naked choke)
1648,UFC 186: Johnson vs. Horiguchi,Welterweight,Nordine Taleb,def.,Chris Clements,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1649,UFC 186: Johnson vs. Horiguchi,Women's Strawweight,Valérie Létourneau,def.,Jessica Rakoczy,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
1650,UFC 186: Johnson vs. Horiguchi,Women's Strawweight,Randa Markos,def.,Aisling Daly,3,5:00,"Decision (unanimous) (30–27, 29–28, 29–28)"
1651,UFC on Fox: Machida vs. Rockhold,Middleweight,Luke Rockhold,def.,Lyoto Machida,2,2:31,Submission (rear-naked choke)
1652,UFC on Fox: Machida vs. Rockhold,Middleweight,Ronaldo Souza,def.,Chris Camozzi,1,2:33,Verbal Submission (armbar)
1653,UFC on Fox: Machida vs. Rockhold,Featherweight,Max Holloway,def.,Cub Swanson,3,3:58,Submission (guillotine choke)
1654,UFC on Fox: Machida vs. Rockhold,Women's Strawweight,Paige VanZant,def.,Felice Herrig,3,5:00,"Decision (unanimous) (30–26, 30–27, 30–26)"
1655,UFC on Fox: Machida vs. Rockhold,Lightweight,Beneil Dariush,def.,Jim Miller,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1656,UFC on Fox: Machida vs. Rockhold,Light Heavyweight,Ovince Saint Preux,def.,Patrick Cummins,1,4:54,KO (punches)
1657,UFC on Fox: Machida vs. Rockhold,Light Heavyweight,Gian Villante,def.,Corey Anderson,3,4:18,TKO (punches)
1658,UFC on Fox: Machida vs. Rockhold,Bantamweight,Aljamain Sterling,def.,Takeya Mizugaki,3,2:11,Submission (arm-triangle choke)
1659,UFC on Fox: Machida vs. Rockhold,Welterweight,Tim Means,def.,George Sullivan,3,3:41,Submission (arm-triangle choke)
1660,UFC on Fox: Machida vs. Rockhold,Featherweight,Diego Brandão,def.,Jimy Hettes,1,5:00,TKO (doctor stoppage)
1661,UFC on Fox: Machida vs. Rockhold,Middleweight,Chris Dempsey,def.,Eddie Gordon,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
1662,UFC Fight Night: Gonzaga vs. Cro Cop 2,Heavyweight,Mirko Cro Cop,def.,Gabriel Gonzaga,3,3:30,TKO (elbows and punches)
1663,UFC Fight Night: Gonzaga vs. Cro Cop 2,Light Heavyweight,Jimi Manuwa,def.,Jan Błachowicz,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
1664,UFC Fight Night: Gonzaga vs. Cro Cop 2,Welterweight,Pawel Pawlak,def.,Sheldon Westcott,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1665,UFC Fight Night: Gonzaga vs. Cro Cop 2,Women's Strawweight,Maryna Moroz,def.,Joanne Calderwood,1,1:30,Submission (armbar)
1666,UFC Fight Night: Gonzaga vs. Cro Cop 2,Welterweight,Leon Edwards,def.,Seth Baczynski,1,0:08,KO (punches)
1667,UFC Fight Night: Gonzaga vs. Cro Cop 2,Middleweight,Bartosz Fabiński,def.,Garreth McLellan,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1668,UFC Fight Night: Gonzaga vs. Cro Cop 2,Welterweight,Sérgio Moraes,def.,Mickaël Lebout,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1669,UFC Fight Night: Gonzaga vs. Cro Cop 2,Featherweight,Yaotzin Meza,def.,Damian Stasiak,3,5:00,"Decision (unanimous) (30–27, 29–28, 29–28)"
1670,UFC Fight Night: Gonzaga vs. Cro Cop 2,Heavyweight,Anthony Hamilton,def.,Daniel Omielańczuk,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–27)"
1671,UFC Fight Night: Gonzaga vs. Cro Cop 2,Women's Strawweight,Aleksandra Albu,def.,Izabela Badurek,2,3:34,Submission (guillotine choke)
1672,UFC Fight Night: Gonzaga vs. Cro Cop 2,Lightweight,Stevie Ray,def.,Marcin Bandel,2,1:35,TKO (punches)
1673,UFC Fight Night: Gonzaga vs. Cro Cop 2,Featherweight,Taylor Lapilus,def.,Rocky Lee,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1674,UFC Fight Night: Mendes vs. Lamas,Featherweight,Chad Mendes,def.,Ricardo Lamas,1,2:45,TKO (punches)
1675,UFC Fight Night: Mendes vs. Lamas,Lightweight,Al Iaquinta,def.,Jorge Masvidal,3,5:00,"Decision (split) (29–28, 27–30, 29–28)"
1676,UFC Fight Night: Mendes vs. Lamas,Lightweight,Michael Chiesa,def.,Mitch Clarke,3,5:00,"Decision (unanimous) (29–26, 29–26, 29–28)"
1677,UFC Fight Night: Mendes vs. Lamas,Women's Bantamweight,Julianna Peña,def.,Milana Dudieva,1,3:59,TKO (punches and elbows)
1678,UFC Fight Night: Mendes vs. Lamas,Featherweight,Clay Guida,def.,Robbie Peralta,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1679,UFC Fight Night: Mendes vs. Lamas,Lightweight,Dustin Poirier,def.,Carlos Diego Ferreira,1,3:45,KO (punches)
1680,UFC Fight Night: Mendes vs. Lamas,Women's Bantamweight,Liz Carmouche,def.,Lauren Murphy,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1681,UFC Fight Night: Mendes vs. Lamas,Lightweight,Alexander Yakovlev,def.,Gray Maynard,3,5:00,"Decision (unanimous) (30–27, 29–28, 30–27)"
1682,UFC Fight Night: Mendes vs. Lamas,Heavyweight,Timothy Johnson,def.,Shamil Abdurakhimov,1,4:57,TKO (punches)
1683,UFC Fight Night: Mendes vs. Lamas,Middleweight,Ron Stallings,def.,Justin Jones,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
1684,UFC Fight Night: Maia vs. LaFlare,Welterweight,Demian Maia,def.,Ryan LaFlare,5,5:00,"Decision (unanimous) (48–46, 48–46, 48–46)"
1685,UFC Fight Night: Maia vs. LaFlare,Welterweight,Erick Silva,def.,Josh Koscheck,1,4:21,Submission (guillotine choke)
1686,UFC Fight Night: Maia vs. LaFlare,Lightweight,Leonardo Santos,def.,Tony Martin,2,2:29,Submission (rear-naked choke)
1687,UFC Fight Night: Maia vs. LaFlare,Women's Bantamweight,Amanda Nunes,def.,Shayna Baszler,1,1:56,TKO (leg kick)
1688,UFC Fight Night: Maia vs. LaFlare,Lightweight,Gilbert Burns,def.,Alex Oliveira,3,4:14,Submission (armbar)
1689,UFC Fight Night: Maia vs. LaFlare,Featherweight,Godofredo Pepey,def.,Andre Fili,1,3:14,Submission (flying triangle choke)
1690,UFC Fight Night: Maia vs. LaFlare,Lightweight,Francisco Trinaldo,def.,Akbarh Arreola,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1691,UFC Fight Night: Maia vs. LaFlare,Featherweight,Kevin Souza,def.,Katsunori Kikuno,1,1:31,KO (punch)
1692,UFC Fight Night: Maia vs. LaFlare,Lightweight,Leandro Silva,vs.,Drew Dober,2,2:45,No Contest (overturned)
1693,UFC Fight Night: Maia vs. LaFlare,Lightweight,Leonardo Mafra,def.,Cain Carrizosa,3,5:00,"Decision (unanimous) (30–26, 30–27, 30–27)"
1694,UFC Fight Night: Maia vs. LaFlare,Lightweight,Christos Giagos,def.,Jorge de Oliveira,1,3:12,Submission (rear-naked choke)
1695,UFC Fight Night: Maia vs. LaFlare,Flyweight,Fredy Serrano,def.,Bentley Syler,3,1:34,KO (punch)
1696,UFC 185: Pettis vs. dos Anjos,Lightweight,Rafael dos Anjos,def.,Anthony Pettis,5,5:00,"Decision (unanimous) (50–45, 50–45, 50–45)"
1697,UFC 185: Pettis vs. dos Anjos,Women's Strawweight,Joanna Jędrzejczyk,def.,Carla Esparza,2,4:17,TKO (punches)
1698,UFC 185: Pettis vs. dos Anjos,Welterweight,Johny Hendricks,def.,Matt Brown,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1699,UFC 185: Pettis vs. dos Anjos,Heavyweight,Alistair Overeem,def.,Roy Nelson,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1700,UFC 185: Pettis vs. dos Anjos,Flyweight,Henry Cejudo,def.,Chris Cariaso,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1701,UFC 185: Pettis vs. dos Anjos,Lightweight,Ross Pearson,def.,Sam Stout,2,1:33,KO (punches)
1702,UFC 185: Pettis vs. dos Anjos,Middleweight,Elias Theodorou,def.,Roger Narvaez,2,4:07,TKO (punches)
1703,UFC 185: Pettis vs. dos Anjos,Catchweight (157 lbs),Beneil Dariush,def.,Daron Cruickshank,2,2:48,Submission (rear-naked choke)
1704,UFC 185: Pettis vs. dos Anjos,Heavyweight,Jared Rosholt,def.,Josh Copeland,3,3:12,TKO (punches)
1705,UFC 185: Pettis vs. dos Anjos,Flyweight,Ryan Benoit,def.,Sergio Pettis,2,1:34,TKO (punches)
1706,UFC 185: Pettis vs. dos Anjos,Lightweight,Joseph Duffy,def.,Jake Lindsey,1,1:47,TKO (head kick and body punch)
1707,UFC 185: Pettis vs. dos Anjos,Women's Bantamweight,Germaine de Randamie,def.,Larissa Pacheco,2,2:02,TKO (punches)
1708,UFC 184: Rousey vs. Zingano,Women's Bantamweight,Ronda Rousey,def.,Cat Zingano,1,0:14,Submission (straight armbar)
1709,UFC 184: Rousey vs. Zingano,Women's Bantamweight,Holly Holm,def.,Raquel Pennington,3,5:00,"Decision (split) (29–28, 28–29, 30–27)"
1710,UFC 184: Rousey vs. Zingano,Welterweight,Jake Ellenberger,def.,Josh Koscheck,2,4:20,Submission (north-south choke)
1711,UFC 184: Rousey vs. Zingano,Welterweight,Alan Jouban,def.,Richard Walsh,1,2:19,KO (elbow and punches)
1712,UFC 184: Rousey vs. Zingano,Lightweight,Tony Ferguson,def.,Gleison Tibau,1,2:37,Submission (rear-naked choke)
1713,UFC 184: Rousey vs. Zingano,Middleweight,Roan Carneiro,def.,Mark Muñoz,1,1:40,Technical Submission (rear-naked choke)
1714,UFC 184: Rousey vs. Zingano,Bantamweight,Roman Salazar,vs.,Norifumi Yamamoto,2,2:37,No Contest (accidental eye poke)
1715,UFC 184: Rousey vs. Zingano,Welterweight,Tim Means,def.,Dhiego Lima,1,2:17,TKO (punches)
1716,UFC 184: Rousey vs. Zingano,Heavyweight,Derrick Lewis,def.,Ruan Potts,2,3:18,TKO (punches)
1717,UFC 184: Rousey vs. Zingano,Lightweight,Valmir Lázaro,def.,James Krause,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
1718,UFC 184: Rousey vs. Zingano,Featherweight,Masio Fullen,def.,Alex Torres,3,5:00,"Decision (split) (28–29, 29–28, 29–28)"
1719,UFC Fight Night: Bigfoot vs. Mir,Heavyweight,Frank Mir,def.,Antônio Silva,1,1:40,KO (punch and elbows)
1720,UFC Fight Night: Bigfoot vs. Mir,Lightweight,Michael Johnson,def.,Edson Barboza,3,5:00,"Decision (unanimous) (29–28, 30–27, 30–27)"
1721,UFC Fight Night: Bigfoot vs. Mir,Middleweight,Sam Alvey,def.,Cezar Ferreira,1,3:34,KO (punches)
1722,UFC Fight Night: Bigfoot vs. Mir,Lightweight,Adriano Martins,def.,Rustam Khabilov,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
1723,UFC Fight Night: Bigfoot vs. Mir,Bantamweight,Frankie Saenz,def.,Iuri Alcântara,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
1724,UFC Fight Night: Bigfoot vs. Mir,Welterweight,Santiago Ponzinibbio,def.,Sean Strickland,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1725,UFC Fight Night: Bigfoot vs. Mir,Women's Bantamweight,Marion Reneau,def.,Jéssica Andrade,1,1:54,Submission (triangle choke)
1726,UFC Fight Night: Bigfoot vs. Mir,Welterweight,Matt Dwyer,def.,William Macário,1,3:14,KO (superman punch)
1727,UFC Fight Night: Bigfoot vs. Mir,Featherweight,Mike De La Torre,def.,Tiago Trator,1,2:59,KO (punches)
1728,UFC Fight Night: Bigfoot vs. Mir,Bantamweight,Douglas Silva de Andrade,def.,Cody Gibson,3,5:00,"Decision (unanimous) (29–28, 30–27, 29–28)"
1729,UFC Fight Night: Bigfoot vs. Mir,Lightweight,Ivan Jorge,def.,Josh Shockley,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1730,UFC Fight Night: Henderson vs. Thatch,Welterweight,Benson Henderson,def.,Brandon Thatch,4,3:58,Submission (rear-naked choke)
1731,UFC Fight Night: Henderson vs. Thatch,Featherweight,Max Holloway,def.,Cole Miller,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
1732,UFC Fight Night: Henderson vs. Thatch,Welterweight,Neil Magny,def.,Kiichi Kunimoto,3,1:22,Submission (rear-naked choke)
1733,UFC Fight Night: Henderson vs. Thatch,Catchweight (191.5 lbs),Dan Kelly,def.,Patrick Walsh,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
1734,UFC Fight Night: Henderson vs. Thatch,Lightweight,Kevin Lee,def.,Michel Prazeres,3,5:00,"Decision (unanimous) (30–27, 29–28, 30–27)"
1735,UFC Fight Night: Henderson vs. Thatch,Flyweight,Ray Borg,def.,Chris Kelades,3,2:56,Submission (kimura)
1736,UFC Fight Night: Henderson vs. Thatch,Lightweight,Efrain Escudero,def.,Rodrigo de Lima,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1737,UFC Fight Night: Henderson vs. Thatch,Featherweight,Chas Skelly,def.,Jim Alers,2,4:59,TKO (punches and knee)
1738,UFC Fight Night: Henderson vs. Thatch,Flyweight,Zach Makovsky,def.,Tim Elliott,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1739,UFC Fight Night: Henderson vs. Thatch,Catchweight (158 lbs),James Moontasri,def.,Cody Pfister,2,1:49,Submission (rear-naked choke)
1740,UFC 183: Silva vs. Diaz,Middleweight,Anderson Silva,vs.,Nick Diaz,5,5:00,No Contest (overturned)
1741,UFC 183: Silva vs. Diaz,Catchweight (180 lbs),Tyron Woodley,def.,Kelvin Gastelum,3,5:00,"Decision (split) (28–29, 29–28, 30–27)"
1742,UFC 183: Silva vs. Diaz,Lightweight,Al Iaquinta,def.,Joe Lauzon,2,3:34,TKO (punches)
1743,UFC 183: Silva vs. Diaz,Middleweight,Thales Leites,def.,Tim Boetsch,2,3:45,Technical Submission (arm-triangle choke)
1744,UFC 183: Silva vs. Diaz,Welterweight,Thiago Alves,def.,Jordan Mein,2,0:39,TKO (body kick)
1745,UFC 183: Silva vs. Diaz,Women's Bantamweight,Miesha Tate,def.,Sara McMann,3,5:00,"Decision (majority) (29–28, 29–27, 28–28)"
1746,UFC 183: Silva vs. Diaz,Middleweight,Derek Brunson,def.,Ed Herman,1,0:36,TKO (punches)
1747,UFC 183: Silva vs. Diaz,Catchweight (130 lbs),John Lineker,def.,Ian McCall,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1748,UFC 183: Silva vs. Diaz,Middleweight,Rafael Natal,def.,Tom Watson,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–26)"
1749,UFC 183: Silva vs. Diaz,Middleweight,Ildemar Alcântara,def.,Richardson Moreira,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
1750,UFC 183: Silva vs. Diaz,Middleweight,Thiago Santos,def.,Andy Enz,1,1:56,TKO (punches)
1751,UFC on Fox: Gustafsson vs. Johnson,Light Heavyweight,Anthony Johnson,def.,Alexander Gustafsson,1,2:15,TKO (punches)
1752,UFC on Fox: Gustafsson vs. Johnson,Middleweight,Gegard Mousasi,def.,Dan Henderson,1,1:10,TKO (punches)
1753,UFC on Fox: Gustafsson vs. Johnson,Light Heavyweight,Ryan Bader,def.,Phil Davis,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
1754,UFC on Fox: Gustafsson vs. Johnson,Featherweight,Sam Sicilia,def.,Akira Corassani,1,3:26,KO (punch)
1755,UFC on Fox: Gustafsson vs. Johnson,Welterweight,Albert Tumenov,def.,Nico Musoke,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1756,UFC on Fox: Gustafsson vs. Johnson,Welterweight,Kenny Robertson,def.,Sultan Aliev,1,2:42,TKO (punches)
1757,UFC on Fox: Gustafsson vs. Johnson,Featherweight,Makwan Amirkhani,def.,Andy Ogle,1,0:08,TKO (flying knee and punches)
1758,UFC on Fox: Gustafsson vs. Johnson,Light Heavyweight,Nikita Krylov,def.,Stanislav Nedkov,1,1:24,Submission (standing guillotine choke)
1759,UFC on Fox: Gustafsson vs. Johnson,Lightweight,Mairbek Taisumov,def.,Anthony Christodoulou,2,0:38,KO (punches)
1760,UFC on Fox: Gustafsson vs. Johnson,Catchweight (149 lbs),Mirsad Bektić,def.,Paul Redmond,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–25)"
1761,UFC on Fox: Gustafsson vs. Johnson,Heavyweight,Viktor Pešta,def.,Konstantin Erokhin,3,5:00,"Decision (unanimous) (29–28, 30–27, 30–27)"
1762,UFC on Fox: Gustafsson vs. Johnson,Flyweight,Neil Seery,def.,Chris Beal,3,5:00,"Decision (unanimous) (29–28, 30–27, 29–28)"
1763,UFC Fight Night: McGregor vs. Siver,Featherweight,Conor McGregor,def.,Dennis Siver,2,1:54,TKO (punches)
1764,UFC Fight Night: McGregor vs. Siver,Lightweight,Donald Cerrone,def.,Benson Henderson,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1765,UFC Fight Night: McGregor vs. Siver,Middleweight,Uriah Hall,def.,Ron Stallings,1,3:37,TKO (doctor stoppage)
1766,UFC Fight Night: McGregor vs. Siver,Lightweight,Gleison Tibau,def.,Norman Parke,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
1767,UFC Fight Night: McGregor vs. Siver,Welterweight,Cathal Pendred,def.,Sean Spencer,3,5:00,"Decision (unanimous) (29–28, 30–27, 30–27)"
1768,UFC Fight Night: McGregor vs. Siver,Welterweight,Lorenz Larkin,def.,John Howard,1,2:17,TKO (punches)
1769,UFC Fight Night: McGregor vs. Siver,Lightweight,Chris Wade,def.,Zhang Lipeng,3,5:00,"Decision (unanimous) (30–26, 30–26, 30–26)"
1770,UFC Fight Night: McGregor vs. Siver,Flyweight,Paddy Holohan,def.,Shane Howell,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1771,UFC Fight Night: McGregor vs. Siver,Lightweight,Johnny Case,def.,Frankie Perez,3,1:54,TKO (elbows and punches)
1772,UFC Fight Night: McGregor vs. Siver,Featherweight,Charles Rosa,def.,Sean Soriano,3,4:43,Submission (D'Arce choke)
1773,UFC Fight Night: McGregor vs. Siver,Light Heavyweight,Sean O'Connell,def.,Matt Van Buren,3,2:11,TKO (punches)
1774,UFC Fight Night: McGregor vs. Siver,Flyweight,Joby Sanchez,def.,Tateki Matsuda,3,5:00,"Decision (split) (29–28, 28–29, 30–27)"
1775,UFC 182: Jones vs. Cormier,Light Heavyweight,Jon Jones,def.,Daniel Cormier,5,5:00,"Decision (unanimous) (49–46, 49–46, 49–46)"
1776,UFC 182: Jones vs. Cormier,Lightweight,Donald Cerrone,def.,Myles Jury,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1777,UFC 182: Jones vs. Cormier,Middleweight,Brad Tavares,def.,Nate Marquardt,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
